PubDate,StDate,EnDate,Section,PropSell,PropBuy,PropTot,PropBal,BrkSell,BrkBuy,BrkTot,BrkBal,TotSell,TotBuy,TotTot,TotBal,IndSell,IndBuy,IndTot,IndBal,FrgnSell,FrgnBuy,FrgnTot,FrgnBal,SecCoSell,SecCoBuy,SecCoTot,SecCoBal,InvTrSell,InvTrBuy,InvTrTot,InvTrBal,BusCoSell,BusCoBuy,BusCoTot,BusCoBal,OthCoSell,OthCoBuy,OthCoTot,OthCoBal,InsCoSell,InsCoBuy,InsCoTot,InsCoBal,BankSell,BankBuy,BankTot,BankBal,TrstBnkSell,TrstBnkBuy,TrstBnkTot,TrstBnkBal,OthFinSell,OthFinBuy,OthFinTot,OthFinBal
2023-10-13,2023-10-02,2023-10-06,TSEPrime,2957955136,1859370764,4817325900,-1098584372,17670307777,18768168298,36438476075,1097860521,20628262913,20627539062,41255801975,-723851,3803892719,4189362591,7993255310,385469872,12819044988,13360524067,26179569055,541479079,65581085,78918227,144499312,13337142,397659570,467321503,864981073,69661933,159189323,326186852,485376175,166997529,22787967,34824388,57612355,12036421,20565721,16100448,36666169,-4465273,52515736,14903692,67419428,-37612044,317806532,260254403,578060935,-57552129,11264136,19772127,31036263,8507991
2023-10-19,2023-10-10,2023-10-13,TSEPrime,2195890217,1875419032,4071309249,-320471185,14305070362,14631380030,28936450392,326309668,16500960579,16506799062,33007759641,5838483,3336060304,3163257584,6499317888,-172802720,10184474560,10659439332,20843913892,474964772,75865770,64261336,140127106,-11604434,266950811,314937233,581888044,47986422,128721596,202591438,331313034,73869842,22872358,22516500,45388858,-355858,20227904,15655153,35883057,-4572751,26790858,15420972,42211830,-11369886,225399245,166389350,391788595,-59009895,17706956,6911132,24618088,-10795824
2023-10-26,2023-10-16,2023-10-20,TSEPrime,1736181404,1429366710,3165548114,-306814694,16080868438,16383913951,32464782389,303045513,17817049842,17813280661,35630330503,-3769181,3631580460,3938625063,7570205523,307044603,11575133646,11511550973,23086684619,-63582673,60806617,73433703,134240320,12627086,266049004,328081647,594130651,62032643,117853308,261196237,379049545,143342929,21947023,33013410,54960433,11066387,24514434,19420514,43934948,-5093920,28034465,11702414,39736879,-16332051,330863831,198256161,529119992,-132607670,24085650,8633829,32719479,-15451821
2023-11-02,2023-10-23,2023-10-27,TSEPrime,1873514432,1460531531,3334045963,-412982901,16105469207,16526822928,32632292135,421353721,17978983639,17987354459,35966338098,8370820,3715107320,3841850382,7556957702,126743062,11575071944,11651648300,23226720244,76576356,58601997,62355629,120957626,3753632,297722794,298988585,596711379,1265791,134601607,243802678,378404285,109201071,32794088,69847574,102641662,37053486,19310443,15657324,34967767,-3653119,38888846,11275495,50164341,-27613351,224226609,314210996,538437605,89984387,9143559,17185965,26329524,8042406
2023-11-09,2023-10-30,2023-11-02,TSEPrime,4070791615,4207727717,8278519332,136936102,20659701991,20543885609,41203587600,-115816382,24730493606,24751613326,49482106932,21119720,4054840606,3680919494,7735760100,-373921112,14300783762,14340077014,28640860776,39293252,78195428,70240526,148435954,-7954902,1011238328,1021402237,2032640565,10163909,155152881,203433589,358586470,48280708,34149050,34079822,68228872,-69228,36577295,16692652,53269947,-19884643,32822410,12101314,44923724,-20721096,935950141,1154454299,2090404440,218504158,19992090,10484662,30476752,-9507428
2023-11-16,2023-11-06,2023-11-10,TSEPrime,2547324972,2810677118,5358002090,263352146,22007797800,21759778415,43767576215,-248019385,24555122772,24570455533,49125578305,15332761,5120709475,4885700204,10006409679,-235009271,15495907176,15565242075,31061149251,69334899,90925370,81766129,172691499,-9159241,502577110,457643434,960220544,-44933676,275419861,371093760,646513621,95673899,41435538,50926726,92362264,9491188,26050265,13730850,39781115,-12319415,65324041,10826572,76150613,-54497469,364131687,308379634,672511321,-55752053,25317277,14469031,39786308,-10848246
2023-11-24,2023-11-13,2023-11-17,TSEPrime,1877798128,2155847642,4033645770,278049514,19758008961,19488423471,39246432432,-269585490,21635807089,21644271113,43280078202,8464024,4924443143,4410154844,9334597987,-514288299,13507412670,13829807033,27337219703,322394363,98498488,84909414,183407902,-13589074,467225403,384047594,851272997,-83177809,241328836,347673446,589002282,106344610,32607452,34906035,67513487,2298583,58552907,43537281,102090188,-15015626,52442874,16441043,68883917,-36001831,350725046,325389921,676114967,-25335125,24772142,11556860,36329002,-13215282
2023-11-30,2023-11-20,2023-11-24,TSEPrime,1817512766,1565965354,3383478120,-251547412,13344513470,13596250898,26940764368,251737428,15162026236,15162216252,30324242488,190016,3349695304,3276653871,6626349175,-73041433,9108623937,9097849784,18206473721,-10774153,66501141,64438544,130939685,-2062597,249185513,214515824,463701337,-34669689,145557864,304302021,449859885,158744157,23778042,43658710,67436752,19880668,24629265,9174119,33803384,-15455146,37463250,10559622,48022872,-26903628,329299571,563951095,893250666,234651524,9779583,11147308,20926891,1367725
2023-12-07,2023-11-27,2023-12-01,TSEPrime,2901194039,2936130104,5837324143,34936065,19527086080,19479658415,39006744495,-47427665,22428280119,22415788519,44844068638,-12491600,4041864961,4076216316,8118081277,34351355,13721213873,13358746914,27079960787,-362466959,80940399,80260373,161200772,-680026,519586890,655668734,1175255624,136081844,196475139,341511880,537987019,145036741,22706408,46611234,69317642,23904826,20354308,27750721,48105029,7396413,28990010,14680444,43670454,-14309566,874314037,866819303,1741133340,-7494734,20640055,11392496,32032551,-9247559
2023-12-14,2023-12-04,2023-12-08,TSEPrime,2951097918,2683378246,5634476164,-267719672,18151650889,18424310354,36575961243,272659465,21102748807,21107688600,42210437407,4939793,4202162561,4579699489,8781862050,377536928,12878684339,12331865670,25210550009,-546818669,70888673,78272274,149160947,7383601,370327553,444729929,815057482,74402376,183172616,352337932,535510548,169165316,26733444,87574697,114308141,60841253,23048558,21247248,44295806,-1801310,31108571,57893666,89002237,26785095,331816637,456999422,788816059,125182785,33707937,13690027,47397964,-20017910
2023-12-21,2023-12-11,2023-12-15,TSEPrime,2464001291,2235374465,4699375756,-228626826,19928375607,20166081668,40094457275,237706061,22392376898,22401456133,44793833031,9079235,4691372124,4362690517,9054062641,-328681607,13865539862,14118431541,27983971403,252891679,101951014,95442435,197393449,-6508579,427060042,440811847,867871889,13751805,190870962,477435466,668306428,286564504,35434525,88661174,124095699,53226649,18311183,18480558,36791741,169375,70904845,42184447,113089292,-28720398,482840068,508797397,991637465,25957329,44090982,13146286,57237268,-30944696
2023-12-28,2023-12-18,2023-12-22,TSEPrime,1866718316,2048136715,3914855031,181418399,18292487229,18107609072,36400096301,-184878157,20159205545,20155745787,40314951332,-3459758,4895915823,4694890205,9590806028,-201025618,12132711707,12188475715,24321187422,55764008,81287443,78803999,160091442,-2483444,348896940,321346348,670243288,-27550592,197124385,402213199,599337584,205088814,30420067,60807812,91227879,30387745,22859598,14001944,36861542,-8857654,58209230,19385678,77594908,-38823552,515570664,310852270,826422934,-204718394,9491372,16831902,26323274,7340530
2024-01-10,2023-12-25,2023-12-29,TSEPrime,1622218661,2155920037,3778138698,533701376,13805131741,13266616838,27071748579,-538514903,15427350402,15422536875,30849887277,-4813527,4663305513,4411502087,9074807600,-251803426,8368357135,8142058680,16510415815,-226298455,64510016,58318275,122828291,-6191741,257549136,282928788,540477924,25379652,128209459,120544938,248754397,-7664521,23938317,76014769,99953086,52076452,15111974,6118980,21230954,-8992994,29828216,10034687,39862903,-19793529,242815178,152573160,395388338,-90242018,11506797,6522474,18029271,-4984323
2024-01-12,2024-01-04,2024-01-05,TSEPrime,916706127,755884967,1672591094,-160821160,7782134825,7924100184,15706235009,141965359,8698840952,8679985151,17378826103,-18855801,2124867341,2069769930,4194637271,-55097411,5238917471,5398069373,10636986844,159151902,41628020,41712039,83340059,84019,139424599,143756578,283181177,4331979,63678985,124797631,188476616,61118646,20130678,22206500,42337178,2075822,25296640,1049355,26345995,-24247285,10320662,4739572,15060234,-5581090,106923718,113115913,220039631,6192195,10946711,4883293,15830004,-6063418
2024-01-18,2024-01-09,2024-01-12,TSEPrime,2154528620,2454844497,4609373117,300315877,17860125326,17581797575,35441922901,-278327751,20014653946,20036642072,40051296018,21988126,5185363794,4117151582,9302515376,-1068212212,11501229637,12460102971,23961332608,958873334,110068656,77338226,187406882,-32730430,370860267,254355527,625215794,-116504740,198210788,328222564,526433352,130011776,31394955,38632984,70027939,7238029,36788401,12320092,49108493,-24468309,108867214,8863082,117730296,-100004132,282380575,273522766,555903341,-8857809,34961039,11287781,46248820,-23673258
2024-01-25,2024-01-15,2024-01-19,TSEPrime,1966766205,2254665987,4221432192,287899782,21752277622,21453997942,43206275564,-298279680,23719043827,23708663929,47427707756,-10379898,6188988611,5982366892,12171355503,-206621719,13963001150,14352397329,28315398479,389396179,119691040,105880370,225571410,-13810670,543198902,304475508,847674410,-238723394,258849416,302584974,561434390,43735558,72409585,47641188,120050773,-24768397,31905873,31232582,63138455,-673291,72127286,11946861,84074147,-60180425,485982478,303505903,789488381,-182476575,16123281,11966335,28089616,-4156946
2024-02-01,2024-01-22,2024-01-26,TSEPrime,2344813385,2115208044,4460021429,-229605341,22025777646,22250834848,44276612494,225057202,24370591031,24366042892,48736633923,-4548139,6271770777,6561455618,12833226395,289684841,14197717023,14603209766,28800926789,405492743,100608664,105152825,205761489,4544161,423848248,275640153,699488401,-148208095,253628555,313734156,567362711,60105601,64493590,74810745,139304335,10317155,15432641,17639190,33071831,2206549,46794175,14401025,61195200,-32393150,637057462,271575647,908633109,-365481815,14426511,13215723,27642234,-1210788
2024-02-08,2024-01-29,2024-02-02,TSEPrime,2130559080,2201449288,4332008368,70890208,21501896909,21407464439,42909361348,-94432470,23632455989,23608913727,47241369716,-23542262,5680520163,5730805042,11411325205,50284879,14253819980,14431281645,28685101625,177461665,106360788,105321053,211681841,-1039735,561585472,359979211,921564683,-201606261,242913557,309240813,552154370,66327256,68866021,53833467,122699488,-15032554,28529919,37577027,66106946,9047108,53916408,15950605,69867013,-37965803,489305125,349239660,838544785,-140065465,16079476,14235916,30315392,-1843560
2024-02-16,2024-02-05,2024-02-09,TSEPrime,2223571205,2428550510,4652121715,204979305,26075617884,25862905567,51938523451,-212712317,28299189089,28291456077,56590645166,-7733012,6636235328,6843109952,13479345280,206874624,17070415400,17448114733,34518530133,377699333,130476797,136990337,267467134,6513540,647517021,368586073,1016103094,-278930948,311933109,475877154,787810263,163944045,104836139,60243874,165080013,-44592265,56967667,31428166,88395833,-25539501,91359753,19047883,110407636,-72311870,1011882794,464285046,1476167840,-547597748,13993876,15222349,29216225,1228473
2024-02-22,2024-02-13,2024-02-16,TSEPrime,1806961422,2429337294,4236298716,622375872,23745683879,23136182257,46881866136,-609501622,25552645301,25565519551,51118164852,12874250,6354872791,6076878490,12431751281,-277994301,15262794761,15526584843,30789379604,263790082,126465013,110592344,237057357,-15872669,403304807,306207532,709512339,-97097275,355757750,422129613,777887363,66371863,85381354,50385473,135766827,-34995881,25460219,7189585,32649804,-18270634,67400564,16764813,84165377,-50635751,1050492906,598114757,1648607663,-452378149,13753714,21334807,35088521,7581093
2024-02-29,2024-02-19,2024-02-22,TSEPrime,1501417069,2007696003,3509113072,506278934,19109060884,18633487521,37742548405,-475573363,20610477953,20641183524,41251661477,30705571,5263161613,5149394388,10412556001,-113767225,12110103791,12046750899,24156854690,-63352892,97859184,87950583,185809767,-9908601,375862163,308765827,684627990,-67096336,305618985,394859712,700478697,89240727,76426400,56694342,133120742,-19732058,16077421,18835090,34912511,2757669,88065230,17027295,105092525,-71037935,763432730,543021113,1306453843,-220411617,12453367,10188272,22641639,-2265095
2024-03-07,2024-02-26,2024-03-01,TSEPrime,2952517014,3223987196,6176504210,271470182,27274933802,27002354501,54277288303,-272579301,30227450816,30226341697,60453792513,-1109119,6966824148,6864782565,13831606713,-102041583,17746639266,18135497779,35882137045,388858513,122594029,118131441,240725470,-4462588,667549160,507603477,1175152637,-159945683,545181317,452331084,997512401,-92850233,81603203,91959203,173562406,10356000,18224085,10497280,28721365,-7726805,73572193,20464388,94036581,-53107805,1027792428,773420396,1801212824,-254372032,24953973,27666888,52620861,2712915
2024-03-14,2024-03-04,2024-03-08,TSEPrime,3405382492,3881035049,7286417541,475652557,27747835821,27228416277,54976252098,-519419544,31153218313,31109451326,62262669639,-43766987,7376457715,7684491409,15060949124,308033694,17852895784,18037461416,35890357200,184565632,133930170,151061150,284991320,17130980,643187892,407369491,1050557383,-235818401,456747559,449705617,906453176,-7041942,70444921,81004197,151449118,10559276,67336346,25407580,92743926,-41928766,79710187,24327043,104037230,-55383144,1036345641,355226700,1391572341,-681118941,30779606,12361674,43141280,-18417932
2024-03-22,2024-03-11,2024-03-15,TSEPrime,2712452265,3008686932,5721139197,296234667,24716758016,24426293523,49143051539,-290464493,27429210281,27434980455,54864190736,5770174,5574178882,6029130851,11603309733,454951969,17086657102,17036386729,34123043831,-50270373,86194613,102612184,188806797,16417571,502063829,326562744,828626573,-175501085,272880717,418931752,691812469,146051035,35439475,79639081,115078556,44199606,47338741,25556794,72895535,-21781947,44712568,28019324,72731892,-16693244,1046152547,363860663,1410013210,-682291884,21139542,15593401,36732943,-5546141
2024-03-28,2024-03-18,2024-03-22,TSEPrime,1947533727,2874037221,4821570948,926503494,21326944772,20418789972,41745734744,-908154800,23274478499,23292827193,46567305692,18348694,6175352825,5302335693,11477688518,-873017132,13943162690,14026023427,27969186117,82860737,118359564,88844502,207204066,-29515062,298208735,307468276,605677011,9259541,305760330,280559800,586320130,-25200530,49145861,49205752,98351613,59891,28958870,18523817,47482687,-10435053,23042221,27262412,50304633,4220191,374450019,306844229,681294248,-67605790,10503657,11722064,22225721,1218407
2024-04-04,2024-03-25,2024-03-29,TSEPrime,4093286734,4619405566,8712692300,526118832,23933499689,23396874888,47330374577,-536624801,28026786423,28016280454,56043066877,-10505969,6005499857,6416812977,12422312834,411313120,15439000244,15255762399,30694762643,-183237845,104158035,110614412,214772447,6456377,898293796,773141922,1671435718,-125151874,309221809,268636279,577858088,-40585530,55865887,77619080,133484967,21753193,26729708,14674122,41403830,-12055586,61390306,10342250,71732556,-51048056,997477022,448003693,1445480715,-549473329,35863025,21267754,57130779,-14595271
2024-04-11,2024-04-01,2024-04-05,TSEPrime,3364773933,2397656056,5762429989,-967117877,22574030125,23511503316,46085533441,937473191,25938804058,25909159372,51847963430,-29644686,5569122371,6152770760,11721893131,583648389,14807658238,16018666658,30826324896,1211008420,89573988,114313225,203887213,24739237,542658609,460374855,1003033464,-82283754,205191124,276721985,481913109,71530861,54028042,63774944,117802986,9746902,27953865,9751614,37705479,-18202251,61220195,6996340,68216535,-54223855,1181760334,397300473,1579060807,-784459861,34863359,10832462,45695821,-24030897
2024-04-18,2024-04-08,2024-04-12,TSEPrime,2675866968,2270102427,4945969395,-405764541,20319632436,20723949651,41043582087,404317215,22995499404,22994052078,45989551482,-1447326,5807577670,5570388606,11377966276,-237189064,13376459640,13990248107,27366707747,613788467,105705867,98782267,204488134,-6923600,341890351,360317701,702208052,18427350,200842923,228808653,429651576,27965730,46309368,46619100,92928468,309732,42734939,6409297,49144236,-36325642,27206377,23297538,50503915,-3908839,344072041,384514187,728586228,40442146,26833260,14564195,41397455,-12269065
2024-04-25,2024-04-15,2024-04-19,TSEPrime,2531764518,2151578235,4683342753,-380186283,22831255589,23212687280,46043942869,381431691,25363020107,25364265515,50727285622,1245408,5287183326,6162424749,11449608075,875241423,16306640934,15744868374,32051509308,-561772560,79466045,98443607,177909652,18977562,323289879,371555841,694845720,48265962,245606674,294467770,540074444,48861096,66357527,53231383,119588910,-13126144,67780045,68859293,136639338,1079248,49646339,14363283,64009622,-35283056,386482395,382406946,768889341,-4075449,18802425,22066034,40868459,3263609
2024-05-07,2024-04-22,2024-04-26,TSEPrime,2550656096,2506786404,5057442500,-43869692,21837478507,21888967381,43726445888,51488874,24388134603,24395753785,48783888388,7619182,5171304909,4979180009,10150484918,-192124900,15009499428,15212455652,30221955080,202956224,86332478,80715483,167047961,-5616995,739568307,598336403,1337904710,-141231904,163412678,217742711,381155389,54330033,94654358,80097304,174751662,-14557054,38552713,18340226,56892939,-20212487,30778011,19001843,49779854,-11776168,490711507,661452455,1152163962,170740948,12664118,21645295,34309413,8981177
2024-05-10,2024-04-30,2024-05-02,TSEPrime,1355349505,1213308479,2568657984,-142041026,14621476776,14758820061,29380296837,137343285,15976826281,15972128540,31948954821,-4697741,4038303760,3747004831,7785308591,-291298929,9767258786,9958143081,19725401867,190884295,71967505,63582277,135549782,-8385228,219077183,363665039,582742222,144587856,121186087,191582981,312769068,70396894,48362407,37229463,85591870,-11132944,20403092,21368952,41772044,965860,15708374,46630511,62338885,30922137,291675356,317360440,609035796,25685084,27534226,12252486,39786712,-15281740
2024-05-16,2024-05-07,2024-05-10,TSEPrime,1921774907,1669578990,3591353897,-252195917,19275185051,19518217233,38793402284,243032182,21196959958,21187796223,42384756181,-9163735,4772100209,4719311693,9491411902,-52788516,13405762987,13675851989,27081614976,270089002,97357226,92647987,190005213,-4709239,330794528,280886067,611680595,-49908461,193099381,329443294,522542675,136343913,69673075,46418111,116091186,-23254964,30910324,10152256,41062580,-20758068,36820989,11993929,48814918,-24827060,324098340,332564621,656662961,8466281,14567992,18947286,33515278,4379294
2024-05-23,2024-05-13,2024-05-17,TSEPrime,2287071313,2071775467,4358846780,-215295846,24165763202,24363838000,48529601202,198074798,26452834515,26435613467,52888447982,-17221048,6051927218,5942582353,11994509571,-109344865,16756676858,16795075463,33551752321,38398605,120921847,111584267,232506114,-9337580,361762885,399208038,760970923,37445153,269433808,517106516,786540324,247672708,61622928,49428683,111051611,-12194245,47608355,6413046,54021401,-41195309,34079595,31665247,65744842,-2414348,439203016,488387003,927590019,49183987,22526692,22387384,44914076,-139308
2024-05-30,2024-05-20,2024-05-24,TSEPrime,1892441639,1808424032,3700865671,-84017607,20664531184,20742209010,41406740194,77677826,22556972823,22550633042,45107605865,-6339781,5480003469,5551496853,11031500322,71493384,13937256684,13835553097,27772809781,-101703587,93029315,98092395,191121710,5063080,463961881,338149858,802111739,-125812023,188303769,420798368,609102137,232494599,39658554,61479156,101137710,21820602,26710832,7089184,33800016,-19621648,17504439,16401118,33905557,-1103321,403773535,392931402,796704937,-10842133,14328706,20217579,34546285,5888873
2024-06-06,2024-05-27,2024-05-31,TSEPrime,3430855033,3524041223,6954896256,93186190,25308686557,25205492937,50514179494,-103193620,28739541590,28729534160,57469075750,-10007430,5451566166,5365069792,10816635958,-86496374,18018921515,17908743387,35927664902,-110178128,97785301,93966373,191751674,-3818928,438893373,518203054,957096427,79309681,240315135,491751238,732066373,251436103,40565685,55372924,95938609,14807239,44739267,5269793,50009060,-39469474,31657774,12557827,44215601,-19099947,905613683,741220693,1646834376,-164392990,38628658,13337856,51966514,-25290802
2024-06-13,2024-06-03,2024-06-07,TSEPrime,2358800354,2130794869,4489595223,-228005485,20978289719,21214223555,42192513274,235933836,23337090073,23345018424,46682108497,7928351,5068164524,5349228194,10417392718,281063670,14346479286,14152390248,28498869534,-194089038,96904551,102280082,199184633,5375531,442310029,443813209,886123238,1503180,221304575,511669763,732974338,290365188,38775066,50879311,89654377,12104245,36614539,6491394,43105933,-30123145,26400140,17445315,43845455,-8954825,691884967,566913074,1258798041,-124971893,9452042,13112965,22565007,3660923
2024-06-20,2024-06-10,2024-06-14,TSEPrime,2993528923,2785023336,5778552259,-208505587,18865110917,19044318676,37909429593,179207759,21858639840,21829342012,43687981852,-29297828,4468392416,4565884076,9034276492,97491660,13037931965,12768505697,25806437662,-269426268,74724512,73756776,148481288,-967736,421716425,364728693,786445118,-56987732,189544534,440849156,630393690,251304622,31324495,58778121,90102616,27453626,9562859,2588447,12151306,-6974412,37198706,23455764,60654470,-13742942,575294364,730957806,1306252170,155663442,19420641,14814140,34234781,-4606501
2024-06-27,2024-06-17,2024-06-21,TSEPrime,2977917692,2722218855,5700136547,-255698837,19155458774,19428181250,38583640024,272722476,22133376466,22150400105,44283776571,17023639,3997074228,4188056783,8185131011,190982555,13495646233,13477190135,26972836368,-18456098,71593107,75559460,147152567,3966353,388875262,407475538,796350800,18600276,162352688,389923977,552276665,227571289,31130392,77417847,108548239,46287455,16577597,7520991,24098588,-9056606,17416203,15227720,32643923,-2188483,964588056,772772016,1737360072,-191816040,10205008,17036783,27241791,6831775
2024-07-04,2024-06-24,2024-06-28,TSEPrime,2656349142,3070403262,5726752404,414054120,20315596425,19911072024,40226668449,-404524401,22971945567,22981475286,45953420853,9529719,4908473009,4436242258,9344715267,-472230751,13675387091,13789462323,27464849414,114075232,100080176,83010284,183090460,-17069892,629187529,620671380,1249858909,-8516149,207395877,139307913,346703790,-68087964,80018991,177894969,257913960,97875978,50859982,12238177,63098159,-38621805,55435088,35348345,90783433,-20086743,591586119,594921293,1186507412,3335174,17172563,21975082,39147645,4802519
2024-07-11,2024-07-01,2024-07-05,TSEPrime,2324382549,2350363608,4674746157,25981059,21168449667,21124805977,42293255644,-43643690,23492832216,23475169585,46968001801,-17662631,5975191871,5464814984,11440006855,-510376887,13728359075,13920748896,27649107971,192389821,107947533,95109446,203056979,-12838087,480761767,584010638,1064772405,103248871,254239022,379886000,634125022,125646978,46560148,117993356,164553504,71433208,31878141,4920234,36798375,-26957907,39781491,11351809,51133300,-28429682,478368134,530609548,1008977682,52241414,25362485,15361066,40723551,-10001419
2024-07-19,2024-07-08,2024-07-12,TSEPrime,3399961726,3396923095,6796884821,-3038631,22416408047,22411326154,44827734201,-5081893,25816369773,25808249249,51624619022,-8120524,5871908640,5800448346,11672356986,-71460294,14707894054,14833708352,29541602406,125814298,98610599,103908506,202519105,5297907,749590963,603282770,1352873733,-146308193,288900713,463749696,752650409,174848983,53338018,84032619,137370637,30694601,51519911,19815423,71335334,-31704488,25346976,14766459,40113435,-10580517,541380620,466950269,1008330889,-74430351,27917553,20663714,48581267,-7253839
2024-07-25,2024-07-16,2024-07-19,TSEPrime,1812087268,1782075200,3594162468,-30012068,16917983278,16968996938,33886980216,51013660,18730070546,18751072138,37481142684,21001592,4244467143,4468730515,8713197658,224263372,11570799903,11353051913,22923851816,-217747990,77895653,77914192,155809845,18539,380801825,320705468,701507293,-60096357,189058125,325917110,514975235,136858985,50558209,64946983,115505192,14388774,40728757,23525784,64254541,-17202973,15714309,11366318,27080627,-4347991,330074028,304400926,634474954,-25673102,17885326,18437729,36323055,552403
2024-08-01,2024-07-22,2024-07-26,TSEPrime,2265744788,2012317409,4278062197,-253427379,20167541510,20443500006,40611041516,275958496,22433286298,22455817415,44889103713,22531117,4674734667,5162943781,9837678448,488209114,14392277071,13839826020,28232103091,-552451051,83319602,85593354,168912956,2273752,328423484,375319861,703743345,46896377,211769226,413326716,625095942,201557490,50176958,110512137,160689095,60335179,37220535,41157695,78378230,3937160,18333911,19170839,37504750,836928,339704984,366059290,705764274,26354306,31581072,29590313,61171385,-1990759
2024-08-08,2024-07-29,2024-08-02,TSEPrime,3862454793,3426982210,7289437003,-435472583,26467898460,26886823320,53354721780,418924860,30330353253,30313805530,60644158783,-16547723,5558453136,6038013857,11596466993,479560721,19024603880,18457599834,37482203714,-567004046,87915092,103126740,191041832,15211648,602295241,916748319,1519043560,314453078,376045399,515460417,891505816,139415018,65029714,73415979,138445693,8386265,30931656,28224904,59156560,-2706752,24840712,38055638,62896350,13214926,661241823,685983989,1347225812,24742166,36541807,30193643,66735450,-6348164
2024-08-16,2024-08-05,2024-08-09,TSEPrime,4665113725,3350073563,8015187288,-1315040162,33169502583,34423156994,67592659577,1253654411,37834616308,37773230557,75607846865,-61385751,7689150253,7709513854,15398664107,20363601,23840978568,24296353509,48137332077,455374941,109158315,123336905,232495220,14178590,537554150,601692179,1139246329,64138029,247901529,734783733,982685262,486882204,55150720,72025902,127176622,16875182,66314658,58614492,124929150,-7700166,47365871,22236756,69602627,-25129115,561073118,771816813,1332889931,210743695,14855401,32782851,47638252,17927450
2024-08-22,2024-08-13,2024-08-16,TSEPrime,1910157186,1829985850,3740143036,-80171336,18867107395,18943021988,37810129383,75914593,20777264581,20773007838,41550272419,-4256743,5209958008,4818168985,10028126993,-391789023,12854059864,13038930066,25892989930,184870202,67109610,61256933,128366543,-5852677,240755094,285867008,526622102,45111914,131079704,361730618,492810322,230650914,27457698,33191818,60649516,5734120,43393824,31003877,74397701,-12389947,14635857,11556582,26192439,-3079275,262916957,291800755,554717712,28883798,15740779,9515346,25256125,-6225433
2024-08-29,2024-08-19,2024-08-23,TSEPrime,1920538538,2060548917,3981087455,140010379,18681450998,18531474375,37212925373,-149976623,20601989536,20592023292,41194012828,-9966244,5079744456,5050632607,10130377063,-29111849,12628300040,12219445609,24847745649,-408854431,69768963,67349867,137118830,-2419096,285994476,260786197,546780673,-25208279,171732108,391133295,562865403,219401187,34158670,57631476,91790146,23472806,39631455,22289151,61920606,-17342304,41726100,11436494,53162594,-30289606,297221985,433382925,730604910,136160940,33172745,17386754,50559499,-15785991
2024-09-05,2024-08-26,2024-08-30,TSEPrime,2990314350,3037819628,6028133978,47505278,19397124216,19343090356,38740214572,-54033860,22387438566,22380909984,44768348550,-6528582,4695258469,4589578661,9284837130,-105679808,13118154811,12881145610,25999300421,-237009201,69111885,67246072,136357957,-1865813,651452556,601102985,1252555541,-50349571,192328687,378745803,571074490,186417116,28276133,42141093,70417226,13864960,38967336,14791912,53759248,-24175424,28457942,12385268,40843210,-16072674,540783791,743145319,1283929110,202361528,34332606,12807633,47140239,-21524973
2024-09-10,2024-08-19,2024-08-23,TSEPrime,1920538538,2060548917,3981087455,140010379,18681450998,18531474375,37212925373,-149976623,20601989536,20592023292,41194012828,-9966244,5079744456,5050632607,10130377063,-29111849,12628300040,12219445609,24847745649,-408854431,69768963,67349867,137118830,-2419096,286829065,260786197,547615262,-26042868,170897519,391133295,562030814,220235776,34158670,57631476,91790146,23472806,39631455,22289151,61920606,-17342304,41726100,11436494,53162594,-30289606,297221985,433382925,730604910,136160940,33172745,17386754,50559499,-15785991
2024-09-10,2024-08-26,2024-08-30,TSEPrime,2990314350,3037819628,6028133978,47505278,19397124216,19343090356,38740214572,-54033860,22387438566,22380909984,44768348550,-6528582,4695258469,4589578661,9284837130,-105679808,13118154811,12881145610,25999300421,-237009201,69111885,67246072,136357957,-1865813,651686574,601102985,1252789559,-50583589,192094669,378745803,570840472,186651134,28276133,42141093,70417226,13864960,38967336,14791912,53759248,-24175424,28457942,12385268,40843210,-16072674,540783791,743145319,1283929110,202361528,34332606,12807633,47140239,-21524973
2024-09-12,2024-09-02,2024-09-06,TSEPrime,2305190908,2052718824,4357909732,-252472084,19976082981,20255457251,40231540232,279374270,22281273889,22308176075,44589449964,26902186,4964224356,5414099234,10378323590,449874878,13722278435,12923800015,26646078450,-798478420,77252859,83730271,160983130,6477412,363677448,534497523,898174971,170820075,320603000,671535209,992138209,350932209,46763696,51248047,98011743,4484351,99324777,22551594,121876371,-76773183,16097354,33082168,49179522,16984814,353192984,501458457,854651441,148265473,12668072,19454733,32122805,6786661
2024-09-20,2024-09-09,2024-09-13,TSEPrime,2669310626,3566753838,6236064464,897443212,20359230750,19292468364,39651699114,-1066762386,23028541376,22859222202,45887763578,-169319174,4629045743,4844246993,9473292736,215201250,14403622397,12869941323,27273563720,-1533681074,76253957,82047578,158301535,5793621,485375425,512068431,997443856,26693006,153620002,456187388,609807390,302567386,37825394,45069182,82894576,7243788,51755147,16609863,68365010,-35145284,26345816,15664765,42010581,-10681051,479747103,428700402,908447505,-51046701,15639766,21932439,37572205,6292673
